text,orig_lang
"This is especially true in the United States where there is a long-standing ethical dilemma of improving health care, but also increasing profits.",English
Many names for small rivers are specific to geographic location; one example is Burn in Scotland and North-east England.,English
Meat and two veg.,English
Bog standard,English
From pillar to post,English
House divided against itself cannot stand - A ,English
The road less travelled,English
"In December 2008, access to the Wikipedia article Virgin Killer was blocked for four days by most Internet service providers in the United Kingdom after the Internet Watch Foundation (IWF) decided the album cover was a potentially illegal indecent image and added the article's URL to a ""blacklist"" it supplies to British internet service providers.",English
when you hear a sentence practice saying it after me.,English
Bag and baggage,English
"[123] Because of this, universities throughout the United States tried to encourage females to become Wikipedia contributors.",English
What part of no don't you understand?,English
making offers.,English
"[30] Machine learning and data mining often employ the same methods and overlap significantly, but while machine learning focuses on prediction, based on known properties learned from the training data, data mining focuses on the discovery of (previously) unknown properties in the data (this is the analysis step of knowledge discovery in databases).",English
Cordon bleu,English
Humans employ nature for both leisure and economic activities.,English
"In April 2009, Wikipedia and its sister projects held a community-wide referendum which decided the switch in June 2009.",English
you were saying .if somebody got a job of his dreams of whatever you can say lucky you or somebody got into the university of their dreams like lucky you this is a way of congratulating the person lucky you or like just emphasizing that he's lucky lucky you another way to say that you're really angry is to say i freaked out like i was so angry i .freaked out this is super angry.,English
Never give a sucker an even break,English
Complete shambles,English
A study published by PLOS One in 2012 also estimated the share of contributions to different editions of Wikipedia from different regions of the world.,English
would it be okay if i took the day off tomorrow?,English
"Bayesian networks that model sequences of variables, like speech signals or protein sequences, are called dynamic Bayesian networks.",English
Cook the books,English
"[14] Continents formed, then broke up and reformed as the surface of Earth reshaped over hundreds of millions of years, occasionally combining to make a supercontinent.",English
"[294] In addition to logistic growth in the number of its articles,[295] Wikipedia has steadily gained status as a general reference website since its inception in 2001.",English
